Nome da Foto ID,Cargo,Nome,Partido,Estado,Status,Assinou?
Valmir_Assunção_(PT-BA)_Em_exercício.jpg,Deputado,Valmir_Assunção,PT,BA,Em_exercício,sim
Vander_Loubet_(PT-MS)_Em_exercício.jpg,Deputado,Vander_Loubet,PT,MS,Em_exercício,sim
Vermelho_(PL-PR)_Em_exercício.jpg,Deputado,Vermelho,PL,PR,Em_exercício,Não
Vicentinho_(PT-SP)_Em_exercício.jpg,Deputado,Vicentinho,PT,SP,Em_exercício,sim
Vicentinho_Júnior_(PP-TO)_Em_exercício.jpg,Deputado,Vicentinho_Júnior,PP,TO,Em_exercício,Não
Vinicius_Carvalho_(REPUBLICANOS-SP)_Em_exercício.jpg,Deputado,Vinicius_Carvalho,REPUBLICANOS,SP,Em_exercício,Não
Vinicius_Gurgel_(PL-AP)_Em_exercício.jpg,Deputado,Vinicius_Gurgel,PL,AP,Em_exercício,Não
Vitor_Lippi_(PSDB-SP)_Em_exercício.jpg,Deputado,Vitor_Lippi,PSDB,SP,Em_exercício,Não
Waldemar_Oliveira_(AVANTE-PE)_Em_exercício.jpg,Deputado,Waldemar_Oliveira,AVANTE,PE,Em_exercício,Não
Waldenor_Pereira_(PT-BA)_Em_exercício.jpg,Deputado,Waldenor_Pereira,PT,BA,Em_exercício,sim
Washington_Quaquá_(PT-RJ)_Em_exercício.jpg,Deputado,Washington_Quaquá,PT,RJ,Em_exercício,sim
Weliton_Prado_(SOLIDARIEDADE-MG)_Em_exercício.jpg,Deputado,Weliton_Prado,SOLIDARIEDADE,MG,Em_exercício,sim
Wellington_Roberto_(PL-PB)_Em_exercício.jpg,Deputado,Wellington_Roberto,PL,PB,Em_exercício,Não
Welter_(PT-PR)_Em_exercício.jpg,Deputado,Welter,PT,PR,Em_exercício,sim
Wilson_Santiago_(REPUBLICANOS-PB)_Em_exercício.jpg,Deputado,Wilson_Santiago,REPUBLICANOS,PB,Em_exercício,sim
Wolmer_Araújo_(SOLIDARIEDADE-MA)_Suplente_que_exerceu_mandato.jpg,Deputado,Wolmer_Araújo,SOLIDARIEDADE,MA,Suplente_que_exerceu_mandato,Não
Yandra_Moura_(UNIAO-SE)_Em_exercício.jpg,Deputado,Yandra_Moura,UNIAO,SE,Em_exercício,sim
Yury_do_Paredão_(MDB-CE)_Em_exercício.jpg,Deputado,Yury_do_Paredão,MDB,CE,Em_exercício,Não
Zeca_Dirceu_(PT-PR)_Em_exercício.jpg,Deputado,Zeca_Dirceu,PT,PR,Em_exercício,sim
Zezinho_Barbary_(PP-AC)_Em_exercício.jpg,Deputado,Zezinho_Barbary,PP,AC,Em_exercício,sim
Zucco_(PL-RS)_Em_exercício.jpg,Deputado,Zucco,PL,RS,Em_exercício,Não
Zé_Haroldo_Cathedral_(PSD-RR)_Em_exercício.jpg,Deputado,Zé_Haroldo_Cathedral,PSD,RR,Em_exercício,sim
Zé_Neto_(PT-BA)_Licenciado.jpg,Deputado,Zé_Neto,PT,BA,Licenciado,Não
Zé_Silva_(SOLIDARIEDADE-MG)_Em_exercício.jpg,Deputado,Zé_Silva,SOLIDARIEDADE,MG,Em_exercício,Não
Zé_Trovão_(PL-SC)_Em_exercício.jpg,Deputado,Zé_Trovão,PL,SC,Em_exercício,Não
Zé_Vitor_(PL-MG)_Em_exercício.jpg,Deputado,Zé_Vitor,PL,MG,Em_exercício,Não
Átila_Lins_(PSD-AM)_Em_exercício.jpg,Deputado,Átila_Lins,PSD,AM,Em_exercício,sim
Átila_Lira_(PP-PI)_Em_exercício.jpg,Deputado,Átila_Lira,PP,PI,Em_exercício,Não
